Datum;Tijd;Parameter;Locatie;Meting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
1-12-2019;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;63;;cm;-999999999;NAP;
1-12-2019;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;57;;cm;-999999999;NAP;
1-12-2019;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;52;;cm;-999999999;NAP;
1-12-2019;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;46;;cm;-999999999;NAP;
1-12-2019;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;41;;cm;-999999999;NAP;
1-12-2019;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;35;;cm;-999999999;NAP;
1-12-2019;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;29;;cm;-999999999;NAP;
1-12-2019;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;24;;cm;-999999999;NAP;
1-12-2019;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;19;;cm;-999999999;NAP;
1-12-2019;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;14;;cm;-999999999;NAP;
1-12-2019;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;10;;cm;-999999999;NAP;
1-12-2019;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;6;;cm;-999999999;NAP;
1-12-2019;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;Krimpen a/d IJssel;2;;cm;-999999999;NAP;
